Student_ID,Student_Name,Branch,CGPA,Skills,Company,Salary_LPA,Placement_Status,Year
STU0286,Student 0286,ISE,5.64,"SQL, JavaScript, Machine Learning, C++",Not Placed,0.0,Not Placed,2024
STU0287,Student 0287,EEE,7.48,AWS,L&T,5.66,Placed,2025
STU0288,Student 0288,ECE,6.69,"Java, AWS",Amazon,15.78,Placed,2022
STU0289,Student 0289,CIVIL,7.32,"JavaScript, SQL",Not Placed,0.0,Not Placed,2025
STU0290,Student 0290,ME,5.94,"React, Java, Excel, C++",Deloitte,12.61,Placed,2026
STU0291,Student 0291,CIVIL,9.52,"AutoCAD, SQL, C++, AWS",Capgemini,6.31,Placed,2023
STU0292,Student 0292,ME,6.24,"SQL, Machine Learning",Not Placed,0.0,Not Placed,2026
STU0293,Student 0293,CSE,6.44,"Python, C++",Not Placed,0.0,Not Placed,2022
STU0294,Student 0294,ECE,9.07,"Data Analysis, AWS, AutoCAD",Wipro,8.42,Placed,2025
STU0295,Student 0295,ECE,9.57,"AWS, SQL, JavaScript, C++",Not Placed,0.0,Not Placed,2024
STU0296,Student 0296,ME,8.71,Python,Cognizant,5.8,Placed,2022
STU0297,Student 0297,CSE,8.65,C++,Not Placed,0.0,Not Placed,2023
STU0298,Student 0298,CSE,5.69,Python,Not Placed,0.0,Not Placed,2022
STU0299,Student 0299,ME,6.24,Java,Not Placed,0.0,Not Placed,2025
STU0300,Student 0300,CIVIL,8.94,AutoCAD,Not Placed,0.0,Not Placed,2023
STU0301,Student 0301,CSE,6.27,"React, C++",Accenture,8.32,Placed,2022
STU0302,Student 0302,ME,9.0,"Java, SQL",Oracle,15.69,Placed,2024
STU0303,Student 0303,ISE,8.41,Python,Not Placed,0.0,Not Placed,2024
STU0304,Student 0304,EEE,8.31,"JavaScript, Python, Excel",Bosch,9.2,Placed,2025
STU0305,Student 0305,ME,6.77,SQL,Not Placed,0.0,Not Placed,2026
STU0306,Student 0306,ECE,9.32,"Excel, Java",L&T,6.41,Placed,2024
STU0307,Student 0307,ECE,6.89,"AWS, AutoCAD",Not Placed,0.0,Not Placed,2026
STU0308,Student 0308,CSE,9.18,"Python, JavaScript, C++",Oracle,17.76,Placed,2022
STU0309,Student 0309,EEE,8.84,"SQL, Java, JavaScript, Excel",Capgemini,6.09,Placed,2022
STU0310,Student 0310,CIVIL,6.86,"Excel, React, AWS",L&T,8.65,Placed,2025
STU0311,Student 0311,CSE,7.47,"React, C++",Not Placed,0.0,Not Placed,2022
STU0312,Student 0312,ECE,9.65,"JavaScript, SQL, React",Cognizant,6.95,Placed,2022
STU0313,Student 0313,CSE,6.39,"JavaScript, AutoCAD, C++",Not Placed,0.0,Not Placed,2024
STU0314,Student 0314,EEE,9.26,"JavaScript, Excel, SQL, Java",Accenture,8.97,Placed,2024
STU0315,Student 0315,ME,6.86,"AutoCAD, JavaScript, Java, C++",IBM,8.45,Placed,2024
STU0316,Student 0316,ISE,5.64,"Data Analysis, Python, C++",Not Placed,0.0,Not Placed,2022
STU0317,Student 0317,ME,6.17,"Excel, C++",Not Placed,0.0,Not Placed,2023
STU0318,Student 0318,ECE,6.8,"SQL, Machine Learning, Java, Excel",Not Placed,0.0,Not Placed,2023
STU0319,Student 0319,ECE,8.15,"AWS, Excel, SQL, Data Analysis",Google,22.59,Placed,2026
STU0320,Student 0320,ME,6.58,"Data Analysis, SQL, JavaScript",TCS,4.88,Placed,2026
STU0321,Student 0321,ME,9.02,"SQL, Data Analysis",Capgemini,5.73,Placed,2022
STU0322,Student 0322,ME,6.13,"JavaScript, Machine Learning, AWS, SQL",Oracle,11.7,Placed,2025
STU0323,Student 0323,ME,6.3,"Excel, JavaScript, Python, Data Analysis",Not Placed,0.0,Not Placed,2023
STU0324,Student 0324,ECE,7.03,JavaScript,Not Placed,0.0,Not Placed,2025
STU0325,Student 0325,CSE,5.75,Excel,Capgemini,5.7,Placed,2026
STU0326,Student 0326,EEE,8.02,"Java, JavaScript",Not Placed,0.0,Not Placed,2024
STU0327,Student 0327,ISE,8.8,"AWS, Excel",Not Placed,0.0,Not Placed,2023
STU0328,Student 0328,ME,9.48,Python,Cognizant,6.95,Placed,2026
STU0329,Student 0329,ISE,9.96,"Machine Learning, C++",Tech Mahindra,5.58,Placed,2024
STU0330,Student 0330,CIVIL,9.44,"JavaScript, Java",Deloitte,13.66,Placed,2022
STU0331,Student 0331,CIVIL,6.76,"Machine Learning, C++, SQL",Not Placed,0.0,Not Placed,2026
STU0332,Student 0332,ISE,9.8,"SQL, React, Data Analysis, AWS",Tech Mahindra,5.79,Placed,2024
STU0333,Student 0333,ME,7.47,"Machine Learning, Excel",Not Placed,0.0,Not Placed,2024
STU0334,Student 0334,ME,6.34,"AutoCAD, SQL, AWS",Not Placed,0.0,Not Placed,2023
STU0335,Student 0335,EEE,8.34,"Python, Java, Data Analysis",Not Placed,0.0,Not Placed,2022
STU0336,Student 0336,ISE,6.16,"JavaScript, AutoCAD",IBM,10.38,Placed,2023
STU0337,Student 0337,EEE,5.57,"Machine Learning, AWS, Java",Not Placed,0.0,Not Placed,2024
STU0338,Student 0338,ECE,6.46,"Python, AutoCAD, Java",Capgemini,4.35,Placed,2026
STU0339,Student 0339,CIVIL,9.5,Java,Google,24.23,Placed,2023
STU0340,Student 0340,EEE,6.0,AutoCAD,Not Placed,0.0,Not Placed,2022
STU0341,Student 0341,CIVIL,7.23,"Python, Machine Learning, C++",Not Placed,0.0,Not Placed,2025
STU0342,Student 0342,CIVIL,9.44,JavaScript,Bosch,8.53,Placed,2023
STU0343,Student 0343,ISE,7.14,"AutoCAD, AWS, JavaScript",Infosys,4.97,Placed,2023
STU0344,Student 0344,ME,7.45,"JavaScript, Machine Learning",Not Placed,0.0,Not Placed,2026
STU0345,Student 0345,CIVIL,8.22,"React, C++, Excel",Amazon,17.73,Placed,2022
STU0346,Student 0346,EEE,5.56,"AutoCAD, Java, Data Analysis, Excel",Infosys,6.68,Placed,2025
STU0347,Student 0347,CIVIL,8.31,"AutoCAD, C++, Excel",Microsoft,27.4,Placed,2023
STU0348,Student 0348,EEE,7.24,"AutoCAD, Excel, AWS",Amazon,20.1,Placed,2022
STU0349,Student 0349,ISE,6.02,Data Analysis,Not Placed,0.0,Not Placed,2026
STU0350,Student 0350,CIVIL,7.22,"AutoCAD, Java, Machine Learning, SQL",Accenture,5.65,Placed,2023
STU0351,Student 0351,CIVIL,9.54,"C++, Machine Learning",Accenture,7.31,Placed,2026
STU0352,Student 0352,CSE,9.9,AutoCAD,Oracle,18.07,Placed,2024
STU0353,Student 0353,ISE,9.87,"Data Analysis, SQL, Python, AutoCAD",Bosch,8.92,Placed,2024
STU0354,Student 0354,CIVIL,7.57,"Machine Learning, AWS, AutoCAD",Not Placed,0.0,Not Placed,2025
STU0355,Student 0355,ISE,8.12,"Data Analysis, Java",Not Placed,0.0,Not Placed,2022
STU0356,Student 0356,EEE,6.06,"Machine Learning, Python, C++, SQL",IBM,9.97,Placed,2023
STU0357,Student 0357,CIVIL,5.91,"React, Machine Learning",Not Placed,0.0,Not Placed,2026
STU0358,Student 0358,CIVIL,8.04,"SQL, JavaScript, Data Analysis",Accenture,9.45,Placed,2024
STU0359,Student 0359,ECE,7.16,Python,Bosch,6.03,Placed,2024
STU0360,Student 0360,CSE,9.0,Machine Learning,Not Placed,0.0,Not Placed,2025
STU0361,Student 0361,ISE,9.18,"Machine Learning, Excel, JavaScript, Data Analysis",Not Placed,0.0,Not Placed,2024
STU0362,Student 0362,CIVIL,9.08,"SQL, AWS, C++, JavaScript",Microsoft,28.5,Placed,2023
STU0363,Student 0363,CIVIL,6.55,"Excel, JavaScript, React",Not Placed,0.0,Not Placed,2026
STU0364,Student 0364,EEE,9.36,"Machine Learning, AutoCAD",Capgemini,6.05,Placed,2025
STU0365,Student 0365,ISE,7.3,"C++, Python, Machine Learning, AWS",Not Placed,0.0,Not Placed,2023
STU0366,Student 0366,EEE,7.79,"React, JavaScript, Data Analysis",Wipro,4.53,Placed,2023
STU0367,Student 0367,ECE,7.66,Data Analysis,TCS,4.29,Placed,2024
STU0368,Student 0368,ECE,7.4,"AutoCAD, C++, Java",Cognizant,7.81,Placed,2022
STU0369,Student 0369,ISE,7.58,"AutoCAD, Python, SQL",Not Placed,0.0,Not Placed,2026
STU0370,Student 0370,ME,8.2,"JavaScript, SQL",L&T,8.93,Placed,2024
STU0371,Student 0371,CIVIL,8.92,"AutoCAD, Excel",Capgemini,5.05,Placed,2024
STU0372,Student 0372,ECE,6.34,JavaScript,Not Placed,0.0,Not Placed,2025
STU0373,Student 0373,CIVIL,7.49,Machine Learning,Infosys,4.67,Placed,2026
STU0374,Student 0374,CSE,7.61,"Java, Excel",Not Placed,0.0,Not Placed,2024
STU0375,Student 0375,ISE,6.65,"C++, React",Not Placed,0.0,Not Placed,2025
STU0376,Student 0376,CSE,9.79,"C++, Data Analysis",Not Placed,0.0,Not Placed,2024
STU0377,Student 0377,EEE,9.67,"React, SQL, Machine Learning, JavaScript",Oracle,10.43,Placed,2024
STU0378,Student 0378,ECE,6.22,"SQL, JavaScript, Python",TCS,4.75,Placed,2023
STU0379,Student 0379,EEE,9.72,"Excel, Data Analysis, React, Machine Learning",Bosch,11.73,Placed,2024
STU0380,Student 0380,CSE,9.91,"C++, Excel, AutoCAD, JavaScript",IBM,7.57,Placed,2024
STU0381,Student 0381,ISE,6.04,Data Analysis,TCS,5.11,Placed,2023
STU0382,Student 0382,ISE,6.59,Python,Not Placed,0.0,Not Placed,2025
STU0383,Student 0383,ME,9.96,"Excel, React, Java, Machine Learning",L&T,5.04,Placed,2024
STU0384,Student 0384,EEE,6.77,"Java, Python",Cognizant,4.81,Placed,2026
STU0385,Student 0385,ISE,8.27,"SQL, React, C++",Deloitte,7.17,Placed,2025
STU0386,Student 0386,ISE,9.16,"C++, AutoCAD, SQL",Amazon,12.44,Placed,2025
STU0387,Student 0387,ECE,7.68,"Excel, AWS",TCS,4.45,Placed,2025
STU0388,Student 0388,CSE,9.87,"JavaScript, Java",Capgemini,8.31,Placed,2026
STU0389,Student 0389,ME,5.57,"Excel, C++",Not Placed,0.0,Not Placed,2025
STU0390,Student 0390,ME,6.11,"Data Analysis, JavaScript",Not Placed,0.0,Not Placed,2022
STU0391,Student 0391,ECE,6.53,"Excel, Machine Learning",Not Placed,0.0,Not Placed,2022
STU0392,Student 0392,CSE,8.15,"Machine Learning, C++",Microsoft,17.13,Placed,2023
STU0393,Student 0393,ISE,5.8,"SQL, React",Not Placed,0.0,Not Placed,2026
STU0394,Student 0394,ECE,9.67,Java,Capgemini,4.71,Placed,2023
STU0395,Student 0395,ECE,7.32,"AWS, Python",Amazon,15.96,Placed,2022
STU0396,Student 0396,ECE,7.02,"Java, Excel, SQL",Capgemini,7.2,Placed,2024
STU0397,Student 0397,ME,9.25,"AWS, C++, Data Analysis, Java",Oracle,18.06,Placed,2024
STU0398,Student 0398,ME,5.88,"Data Analysis, AutoCAD",Not Placed,0.0,Not Placed,2022
STU0399,Student 0399,CSE,5.99,"Java, Excel, AutoCAD, SQL",Not Placed,0.0,Not Placed,2024
STU0400,Student 0400,ECE,8.17,"Java, AWS",Not Placed,0.0,Not Placed,2023
STU0401,Student 0401,ECE,7.01,Java,Accenture,6.84,Placed,2023
STU0402,Student 0402,ECE,6.7,"Java, Data Analysis",Bosch,9.84,Placed,2023
STU0403,Student 0403,CSE,9.24,"Java, Data Analysis, AWS",Capgemini,8.14,Placed,2024
STU0404,Student 0404,ME,7.9,"AWS, C++, Python",Wipro,5.12,Placed,2022
STU0405,Student 0405,ME,6.71,React,Accenture,8.57,Placed,2022
STU0406,Student 0406,ME,8.62,"React, AutoCAD, SQL, Python",Tech Mahindra,4.82,Placed,2026
STU0407,Student 0407,ECE,8.91,AutoCAD,Bosch,7.55,Placed,2024
STU0408,Student 0408,CSE,5.65,"Python, Java, AWS",Not Placed,0.0,Not Placed,2025
STU0409,Student 0409,ME,6.47,"Data Analysis, Excel, Java",Deloitte,13.39,Placed,2023
STU0410,Student 0410,ISE,7.46,"SQL, Data Analysis",L&T,7.03,Placed,2022
STU0411,Student 0411,ECE,7.15,"Data Analysis, Python",Deloitte,6.09,Placed,2026
STU0412,Student 0412,ECE,7.68,"Python, Java, Data Analysis",Not Placed,0.0,Not Placed,2026
STU0413,Student 0413,CIVIL,7.84,React,L&T,4.61,Placed,2024
STU0414,Student 0414,CSE,8.65,"SQL, Python, C++, Excel",Microsoft,27.58,Placed,2023
STU0415,Student 0415,ECE,6.37,"React, SQL, JavaScript",Not Placed,0.0,Not Placed,2025
STU0416,Student 0416,ECE,7.38,"Data Analysis, C++",Not Placed,0.0,Not Placed,2024
STU0417,Student 0417,EEE,7.49,"Excel, SQL",Infosys,6.69,Placed,2022
STU0418,Student 0418,ISE,9.22,"Machine Learning, AutoCAD",Not Placed,0.0,Not Placed,2026
STU0419,Student 0419,EEE,6.8,Data Analysis,Not Placed,0.0,Not Placed,2026
STU0420,Student 0420,ISE,5.87,AutoCAD,Not Placed,0.0,Not Placed,2022
STU0421,Student 0421,CSE,9.67,"Data Analysis, C++",Google,22.23,Placed,2026
STU0422,Student 0422,CIVIL,9.53,"JavaScript, C++, React",Microsoft,27.72,Placed,2026
STU0423,Student 0423,EEE,8.02,AWS,Not Placed,0.0,Not Placed,2024
STU0424,Student 0424,CIVIL,6.23,"React, JavaScript",Not Placed,0.0,Not Placed,2026
STU0425,Student 0425,EEE,8.2,"Data Analysis, React",Not Placed,0.0,Not Placed,2024
STU0426,Student 0426,ME,9.87,"AutoCAD, C++, Machine Learning, Data Analysis",IBM,7.34,Placed,2023
STU0427,Student 0427,CSE,6.23,"Excel, Java",Not Placed,0.0,Not Placed,2025
STU0428,Student 0428,EEE,7.93,"Java, React, JavaScript, SQL",TCS,6.34,Placed,2023
STU0429,Student 0429,EEE,6.07,Machine Learning,Infosys,7.75,Placed,2024
STU0430,Student 0430,CIVIL,9.62,"SQL, AWS, Machine Learning",Deloitte,10.27,Placed,2025
STU0431,Student 0431,CIVIL,6.66,"AutoCAD, Data Analysis, React, AWS",Not Placed,0.0,Not Placed,2022
STU0432,Student 0432,ISE,7.79,SQL,Oracle,15.35,Placed,2026
STU0433,Student 0433,ISE,7.3,"Machine Learning, AutoCAD, Java, Python",TCS,5.32,Placed,2025
STU0434,Student 0434,CSE,9.19,"JavaScript, SQL, Data Analysis, Python",IBM,6.74,Placed,2023
STU0435,Student 0435,ECE,5.53,"React, Excel, Data Analysis, Machine Learning",Cognizant,5.86,Placed,2023
STU0436,Student 0436,ME,8.25,"Data Analysis, Java, AWS",IBM,10.71,Placed,2026
STU0437,Student 0437,ECE,5.69,Python,Not Placed,0.0,Not Placed,2024
STU0438,Student 0438,ECE,6.59,JavaScript,Not Placed,0.0,Not Placed,2023
STU0439,Student 0439,ME,7.54,AWS,Cognizant,7.83,Placed,2024
STU0440,Student 0440,ECE,8.24,Python,Amazon,16.15,Placed,2023
STU0441,Student 0441,ECE,9.69,"Data Analysis, JavaScript",Deloitte,9.34,Placed,2022
STU0442,Student 0442,ECE,9.87,"AutoCAD, AWS",Not Placed,0.0,Not Placed,2024
STU0443,Student 0443,CSE,9.4,"Excel, Python",TCS,6.28,Placed,2025
STU0444,Student 0444,EEE,6.61,"Java, JavaScript, AWS, Data Analysis",Bosch,5.09,Placed,2025
STU0445,Student 0445,CIVIL,9.11,Machine Learning,Oracle,18.34,Placed,2025
STU0446,Student 0446,ME,8.12,"Machine Learning, React, JavaScript",Tech Mahindra,4.42,Placed,2025
STU0447,Student 0447,ISE,9.14,"Data Analysis, AWS, AutoCAD",Bosch,10.69,Placed,2023
STU0448,Student 0448,ME,5.86,"Data Analysis, AutoCAD, React, C++",Not Placed,0.0,Not Placed,2025
STU0449,Student 0449,CIVIL,9.57,"React, SQL, AWS, JavaScript",Amazon,13.39,Placed,2024
STU0450,Student 0450,ME,8.95,"Java, AWS, AutoCAD, Machine Learning",Microsoft,25.97,Placed,2023
STU0451,Student 0451,CIVIL,6.32,C++,Not Placed,0.0,Not Placed,2023
STU0452,Student 0452,ECE,8.24,"JavaScript, AWS, Machine Learning, AutoCAD",Google,32.76,Placed,2024
STU0453,Student 0453,EEE,6.81,"Python, Java, AutoCAD, Excel",L&T,7.68,Placed,2023
STU0454,Student 0454,EEE,6.73,"AutoCAD, SQL, Python, JavaScript",Not Placed,0.0,Not Placed,2025
STU0455,Student 0455,EEE,8.51,"AWS, SQL, React, Java",Cognizant,8.12,Placed,2026
STU0456,Student 0456,EEE,6.7,"AWS, Java, C++, React",Not Placed,0.0,Not Placed,2025
STU0457,Student 0457,ISE,6.66,AutoCAD,Infosys,8.89,Placed,2023
STU0458,Student 0458,CIVIL,8.72,Excel,TCS,5.28,Placed,2024
STU0459,Student 0459,EEE,6.44,React,Not Placed,0.0,Not Placed,2023
STU0460,Student 0460,CIVIL,7.41,"Data Analysis, Machine Learning, Python",Cognizant,6.71,Placed,2022
STU0461,Student 0461,ISE,7.9,"JavaScript, Excel, AutoCAD, SQL",Not Placed,0.0,Not Placed,2022
STU0462,Student 0462,ISE,6.44,Python,Infosys,4.45,Placed,2024
STU0463,Student 0463,EEE,7.22,"Python, AWS, Excel, JavaScript",Oracle,11.68,Placed,2023
STU0464,Student 0464,ECE,8.3,Python,Bosch,5.51,Placed,2023
STU0465,Student 0465,CIVIL,7.35,"Data Analysis, AutoCAD, Excel",Not Placed,0.0,Not Placed,2024
STU0466,Student 0466,ISE,8.56,"C++, Data Analysis, SQL, Java",Not Placed,0.0,Not Placed,2026
STU0467,Student 0467,CSE,9.28,"Python, AWS, Data Analysis, React",Wipro,5.74,Placed,2022
STU0468,Student 0468,ECE,8.11,AutoCAD,Not Placed,0.0,Not Placed,2022
STU0469,Student 0469,ECE,8.89,Java,Accenture,7.66,Placed,2023
STU0470,Student 0470,ECE,8.52,JavaScript,Not Placed,0.0,Not Placed,2023
STU0471,Student 0471,CSE,8.2,"Data Analysis, C++, Python, SQL",Not Placed,0.0,Not Placed,2023
STU0472,Student 0472,ISE,9.59,"JavaScript, React, Machine Learning",Wipro,4.69,Placed,2024
STU0473,Student 0473,EEE,8.19,"AWS, Excel, C++, JavaScript",Accenture,6.19,Placed,2022
STU0474,Student 0474,ECE,8.63,"JavaScript, Excel, SQL, Java",TCS,4.82,Placed,2023
STU0475,Student 0475,ECE,7.04,"Excel, AWS, Data Analysis",Not Placed,0.0,Not Placed,2023
STU0476,Student 0476,ECE,7.62,React,Amazon,10.82,Placed,2022
STU0477,Student 0477,ECE,7.45,"AWS, C++",Not Placed,0.0,Not Placed,2022
STU0478,Student 0478,EEE,8.95,Python,Google,18.81,Placed,2022
STU0479,Student 0479,EEE,9.94,Machine Learning,Not Placed,0.0,Not Placed,2025
STU0480,Student 0480,EEE,7.87,Excel,L&T,5.25,Placed,2023
STU0481,Student 0481,ISE,9.11,"AutoCAD, Data Analysis",Tech Mahindra,4.54,Placed,2022
STU0482,Student 0482,EEE,5.7,Python,Not Placed,0.0,Not Placed,2026
STU0483,Student 0483,CIVIL,9.01,"AutoCAD, SQL, React, Excel",Not Placed,0.0,Not Placed,2022
STU0484,Student 0484,ISE,9.95,Python,Cognizant,7.35,Placed,2024
STU0485,Student 0485,ME,6.58,"JavaScript, React",Google,16.09,Placed,2025
STU0486,Student 0486,ISE,6.36,"Python, SQL, JavaScript",Not Placed,0.0,Not Placed,2025
STU0487,Student 0487,ECE,9.9,"C++, Data Analysis",Tech Mahindra,7.68,Placed,2024
STU0488,Student 0488,CSE,6.33,Python,L&T,6.76,Placed,2025
STU0489,Student 0489,CSE,8.34,Python,Capgemini,4.5,Placed,2026
STU0490,Student 0490,ISE,6.18,"Machine Learning, Excel, C++, Java",Accenture,7.63,Placed,2023
STU0491,Student 0491,ME,8.18,"Excel, AWS, C++",TCS,8.14,Placed,2026
STU0492,Student 0492,CSE,8.81,"React, AWS, Data Analysis",Wipro,7.05,Placed,2024
STU0493,Student 0493,CSE,8.84,"React, Python, JavaScript",TCS,4.6,Placed,2026
STU0494,Student 0494,ECE,8.81,Data Analysis,Cognizant,6.86,Placed,2026
STU0495,Student 0495,ME,8.57,AWS,Infosys,7.8,Placed,2022
STU0496,Student 0496,ISE,6.22,"C++, JavaScript, Data Analysis",Not Placed,0.0,Not Placed,2022
STU0497,Student 0497,EEE,9.5,"AutoCAD, AWS, Excel",Amazon,11.09,Placed,2025
STU0498,Student 0498,CIVIL,9.27,Excel,Not Placed,0.0,Not Placed,2023
STU0499,Student 0499,EEE,8.87,"Python, Data Analysis, JavaScript",L&T,4.47,Placed,2025
STU0500,Student 0500,EEE,8.45,Excel,IBM,9.34,Placed,2026
STU0501,Student 0501,EEE,6.35,"Data Analysis, C++, JavaScript",Tech Mahindra,7.4,Placed,2023
STU0502,Student 0502,CIVIL,7.44,"AutoCAD, Excel, Java",Accenture,5.35,Placed,2023
STU0503,Student 0503,CSE,8.44,"SQL, Java, AWS, React",IBM,8.66,Placed,2024
STU0504,Student 0504,EEE,7.23,"Excel, SQL, React, Machine Learning",Accenture,7.13,Placed,2025
STU0505,Student 0505,ISE,7.99,React,Not Placed,0.0,Not Placed,2023
STU0506,Student 0506,CSE,8.71,"C++, React, AWS",Infosys,8.05,Placed,2026
STU0507,Student 0507,EEE,7.01,"Python, AWS, JavaScript",Bosch,7.27,Placed,2024
STU0508,Student 0508,CIVIL,8.11,"C++, Python, AWS, AutoCAD",Microsoft,31.61,Placed,2024
STU0509,Student 0509,ISE,7.24,"C++, Java, Python, JavaScript",Not Placed,0.0,Not Placed,2025
STU0510,Student 0510,ISE,9.7,"Data Analysis, React",Deloitte,6.98,Placed,2023
STU0511,Student 0511,CSE,7.99,"Java, SQL, React, Python",Infosys,7.23,Placed,2025
STU0512,Student 0512,ME,6.61,"Excel, AWS",Infosys,4.74,Placed,2023
STU0513,Student 0513,CIVIL,6.72,"React, Excel",Google,17.89,Placed,2025
STU0514,Student 0514,ECE,5.58,"Excel, AWS, Machine Learning",Not Placed,0.0,Not Placed,2026
STU0515,Student 0515,ECE,6.04,"Data Analysis, SQL, AutoCAD",Oracle,15.06,Placed,2022
STU0516,Student 0516,ME,7.18,"C++, AutoCAD, AWS, SQL",Not Placed,0.0,Not Placed,2023
STU0517,Student 0517,ME,7.38,"Excel, C++, AutoCAD",Oracle,17.81,Placed,2025
STU0518,Student 0518,CIVIL,6.05,AutoCAD,Cognizant,6.81,Placed,2022
STU0519,Student 0519,CIVIL,5.99,"SQL, Python",Tech Mahindra,7.44,Placed,2025
STU0520,Student 0520,ME,9.74,"Excel, Data Analysis, SQL",Capgemini,6.65,Placed,2026
STU0521,Student 0521,CSE,9.64,"Data Analysis, C++",Accenture,7.18,Placed,2022
STU0522,Student 0522,ISE,7.36,Excel,Not Placed,0.0,Not Placed,2025
STU0523,Student 0523,ME,8.3,"SQL, AutoCAD",Not Placed,0.0,Not Placed,2025
STU0524,Student 0524,ME,9.67,"React, Machine Learning",L&T,6.56,Placed,2023
STU0525,Student 0525,ME,9.16,Python,Infosys,4.82,Placed,2026
STU0526,Student 0526,EEE,6.6,"React, Machine Learning, AWS, Excel",Not Placed,0.0,Not Placed,2023
STU0527,Student 0527,EEE,6.82,"C++, AWS",IBM,7.87,Placed,2022
STU0528,Student 0528,EEE,7.15,"AWS, AutoCAD, Data Analysis",Tech Mahindra,4.81,Placed,2025
STU0529,Student 0529,ISE,6.15,"Java, JavaScript, Data Analysis",Google,22.06,Placed,2023
STU0530,Student 0530,ECE,8.02,"AWS, Excel",IBM,9.26,Placed,2023
STU0531,Student 0531,ME,5.57,"Machine Learning, AWS",Not Placed,0.0,Not Placed,2026
STU0532,Student 0532,EEE,6.66,Data Analysis,Not Placed,0.0,Not Placed,2026
STU0533,Student 0533,ISE,6.72,"JavaScript, AWS",Not Placed,0.0,Not Placed,2023
STU0534,Student 0534,ECE,7.64,"Java, AutoCAD, JavaScript",Not Placed,0.0,Not Placed,2023
STU0535,Student 0535,ISE,5.82,"JavaScript, React, AWS",Deloitte,9.78,Placed,2026
STU0536,Student 0536,EEE,5.75,"C++, Machine Learning, Java, React",Not Placed,0.0,Not Placed,2026
STU0537,Student 0537,CIVIL,9.48,Data Analysis,Not Placed,0.0,Not Placed,2023
STU0538,Student 0538,ECE,9.38,Data Analysis,Capgemini,7.78,Placed,2024
STU0539,Student 0539,CSE,8.52,"Data Analysis, C++, Python, Machine Learning",Capgemini,4.96,Placed,2025
STU0540,Student 0540,CSE,7.98,"Excel, Data Analysis",Not Placed,0.0,Not Placed,2025
STU0541,Student 0541,ME,8.62,"Data Analysis, AutoCAD, JavaScript",Not Placed,0.0,Not Placed,2023
STU0542,Student 0542,CSE,9.92,"AutoCAD, Java, AWS, C++",Deloitte,13.73,Placed,2026
STU0543,Student 0543,CSE,7.75,Data Analysis,Amazon,15.75,Placed,2023
STU0544,Student 0544,CSE,6.72,"Excel, Java, Python",Capgemini,7.91,Placed,2022
STU0545,Student 0545,CSE,7.28,"Excel, Java, React, C++",Not Placed,0.0,Not Placed,2022
STU0546,Student 0546,ME,8.28,"SQL, AWS",Capgemini,7.01,Placed,2024
STU0547,Student 0547,CSE,5.84,"AutoCAD, JavaScript",Not Placed,0.0,Not Placed,2022
STU0548,Student 0548,CSE,8.0,"Python, Machine Learning, Java",Capgemini,6.05,Placed,2022
STU0549,Student 0549,CSE,7.87,"AutoCAD, Python, JavaScript, AWS",Deloitte,8.64,Placed,2024
STU0550,Student 0550,CSE,6.73,"Java, Machine Learning, AutoCAD, SQL",IBM,6.22,Placed,2024
STU0551,Student 0551,EEE,6.7,"Excel, React, Java, C++",Microsoft,31.03,Placed,2026
STU0552,Student 0552,ECE,8.1,"React, Data Analysis",Google,19.41,Placed,2024
STU0553,Student 0553,ECE,9.86,Python,Amazon,23.31,Placed,2024
STU0554,Student 0554,CSE,7.4,"Machine Learning, Python, SQL",Not Placed,0.0,Not Placed,2022
STU0555,Student 0555,ECE,7.01,"AutoCAD, JavaScript",Cognizant,7.15,Placed,2024
STU0556,Student 0556,CIVIL,6.26,"Excel, Java, C++, React",Not Placed,0.0,Not Placed,2026
STU0557,Student 0557,ECE,9.71,"Python, SQL, C++, JavaScript",Deloitte,10.04,Placed,2022
STU0558,Student 0558,CSE,8.9,"AWS, Machine Learning, SQL",Not Placed,0.0,Not Placed,2025
STU0559,Student 0559,CSE,8.8,"AWS, C++",Wipro,7.16,Placed,2025
STU0560,Student 0560,CIVIL,8.23,AWS,Oracle,16.15,Placed,2022
STU0561,Student 0561,ECE,9.48,Data Analysis,Wipro,7.95,Placed,2026
STU0562,Student 0562,ME,7.81,"Python, JavaScript, AutoCAD",Not Placed,0.0,Not Placed,2024
STU0563,Student 0563,EEE,9.13,"SQL, Machine Learning, React",TCS,5.75,Placed,2025
STU0564,Student 0564,CIVIL,7.53,"C++, JavaScript",Not Placed,0.0,Not Placed,2025
STU0565,Student 0565,EEE,8.71,Data Analysis,Not Placed,0.0,Not Placed,2025
STU0566,Student 0566,ISE,9.78,"Data Analysis, JavaScript",Accenture,8.34,Placed,2024
STU0567,Student 0567,ME,6.37,AWS,Not Placed,0.0,Not Placed,2023
STU0568,Student 0568,ISE,8.04,"Java, JavaScript, Excel",Google,26.13,Placed,2024
STU0569,Student 0569,CIVIL,6.1,"SQL, Python, C++",Not Placed,0.0,Not Placed,2022
STU0570,Student 0570,CSE,5.71,"JavaScript, SQL, React",Not Placed,0.0,Not Placed,2024
STU0571,Student 0571,CIVIL,8.34,"C++, SQL",TCS,4.89,Placed,2025
STU0572,Student 0572,ISE,9.12,"Machine Learning, JavaScript",Bosch,8.48,Placed,2022
STU0573,Student 0573,ISE,9.14,AWS,Not Placed,0.0,Not Placed,2025
